Precision | Recall | F1 Score | F1 Score (Weighted) | ACC | AUC | PR AUC | ARI | MCC | DBI | SS
0.8786,0.9217,0.8874,0.8991,0.8966,0.9837,0.9619,0.7514,0.8652,0.8362,0.3310
0.8028,0.8105,0.8034,0.8294,0.8276,0.9699,0.9273,0.6234,0.7662,0.8364,0.3743
0.8771,0.8557,0.8576,0.8602,0.8621,0.9877,0.9656,0.6428,0.8200,0.7227,0.4274
0.8876,0.8500,0.8451,0.8498,0.8621,0.9738,0.9310,0.6654,0.8195,0.8219,0.4232
0.8646,0.8902,0.8664,0.8605,0.8571,0.9456,0.8908,0.6443,0.8175,0.7862,0.3882
0.8693,0.7830,0.7867,0.8093,0.8214,0.9324,0.8526,0.5824,0.7699,0.6882,0.4183
0.9062,0.8865,0.8908,0.8946,0.8929,0.9222,0.8439,0.7208,0.8581,0.7317,0.4199
0.7480,0.7793,0.7534,0.7471,0.7500,0.9107,0.8046,0.3976,0.6661,0.8199,0.3121
0.8730,0.8854,0.8642,0.8555,0.8571,0.9796,0.9518,0.6149,0.8190,0.6864,0.4525
0.7566,0.7500,0.6944,0.7217,0.7143,0.9396,0.8553,0.4092,0.6359,0.7662,0.3579
Final Result | Precision: 0.8464 ± 0.0533 | Recall: 0.8412 ± 0.0545 | F1 Score: 0.8249 ± 0.0609 | F1 (Weighted): 0.8327 ± 0.0555 | ACC: 0.8341 ± 0.0562 | ARI: 0.6052 ± 0.1113 | MCC: 0.7837 ± 0.0730 | AUC: 0.9545 ± 0.0264 | PR AUC: 0.8985 ± 0.0539 | DBI: 0.7696 ± 0.0562 | SS: 0.3905 ± 0.0435
