Precision | Recall | F1 Score | F1 Score (Weighted) | ACC | AUC | PR AUC | ARI | MCC | DBI | SS
0.9226,0.9365,0.9269,0.9316,0.9310,0.9984,0.9954,0.8263,0.9088,0.5988,0.4729
0.8293,0.7488,0.7515,0.7506,0.7586,0.9643,0.9167,0.4141,0.6856,0.8001,0.3713
0.8289,0.8429,0.8211,0.8317,0.8276,0.9699,0.9220,0.5794,0.7785,0.8261,0.3838
0.8348,0.8611,0.8285,0.8249,0.8276,0.9370,0.8515,0.5381,0.7817,0.7785,0.3941
0.9062,0.9437,0.9178,0.9302,0.9286,0.9745,0.9474,0.8160,0.9050,0.6583,0.4296
0.7868,0.8798,0.8167,0.8214,0.8214,0.9452,0.8740,0.5164,0.7499,0.8654,0.2839
0.8518,0.8667,0.8491,0.8548,0.8571,0.9498,0.8913,0.6386,0.8152,0.8499,0.3031
0.7057,0.7250,0.7104,0.7905,0.7857,0.9043,0.7908,0.5704,0.7002,0.8556,0.4083
0.7196,0.7292,0.7041,0.6947,0.7143,0.9345,0.8475,0.3635,0.6309,0.8730,0.2652
0.8298,0.7439,0.7473,0.7689,0.7857,0.9605,0.8960,0.5039,0.7083,0.8393,0.3342
Final Result | Precision: 0.8216 ± 0.0661 | Recall: 0.8278 ± 0.0802 | F1 Score: 0.8073 ± 0.0747 | F1 (Weighted): 0.8199 ± 0.0707 | ACC: 0.8238 ± 0.0654 | ARI: 0.5767 ± 0.1435 | MCC: 0.7664 ± 0.0867 | AUC: 0.9538 ± 0.0245 | PR AUC: 0.8933 ± 0.0543 | DBI: 0.7945 ± 0.0884 | SS: 0.3646 ± 0.0634
