Precision | Recall | F1 Score | F1 Score (Weighted) | ACC | AUC | PR AUC | ARI | MCC | DBI | SS
0.9667,0.9762,0.9701,0.9603,0.9600,0.9888,0.9792,0.8495,0.9311,0.3650,0.6658
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3882,0.6660
0.9697,0.9167,0.9365,0.9581,0.9600,0.9488,0.9229,0.9066,0.9372,0.4924,0.6921
0.9487,0.9048,0.9167,0.9167,0.9200,0.9376,0.8341,0.7639,0.8837,0.5317,0.5563
0.9697,0.9444,0.9538,0.9591,0.9600,0.9992,0.9984,0.8867,0.9405,0.4281,0.6549
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4463,0.6662
0.8977,0.8926,0.8936,0.8793,0.8800,0.9816,0.9646,0.6344,0.8177,0.5403,0.5471
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4773,0.6356
0.8667,0.8667,0.8667,0.9167,0.9167,0.9965,0.9933,0.7653,0.8431,0.5707,0.5286
0.9444,0.9697,0.9538,0.9592,0.9583,0.9939,0.9897,0.8767,0.9381,0.4848,0.6331
Final Result | Precision: 0.9564 � 0.0423 | Recall: 0.9471 � 0.0468 | F1 Score: 0.9491 � 0.0440 | F1 (Weighted): 0.9549 � 0.0385 | ACC: 0.9555 � 0.0381 | ARI: 0.8683 � 0.1142 | MCC: 0.9291 � 0.0610 | AUC: 0.9846 � 0.0216 | PR AUC: 0.9682 � 0.0502 | DBI: 0.4725 � 0.0630 | SS: 0.6246 � 0.0554
