Precision | Recall | F1 Score | F1 Score (Weighted) | ACC | AUC | PR AUC | ARI | MCC | DBI | SS
0.9003,0.8410,0.8494,0.8750,0.8800,0.9552,0.9189,0.6737,0.8103,0.4709,0.6229
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5716,0.5456
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5508,0.5748
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5307,0.5690
0.9556,0.8750,0.9063,0.9187,0.9200,0.9760,0.9664,0.7443,0.8701,0.4640,0.6002
0.9444,0.9722,0.9552,0.9609,0.9600,0.9944,0.9911,0.8806,0.9398,0.6747,0.5402
0.9744,0.9333,0.9496,0.9586,0.9600,0.9976,0.9956,0.8843,0.9377,0.4070,0.6783
0.9744,0.9333,0.9496,0.9569,0.9583,0.9401,0.8368,0.8752,0.9345,0.5285,0.5404
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4886,0.6458
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3995,0.7246
Final Result | Precision: 0.9749 ± 0.0317 | Recall: 0.9555 ± 0.0555 | F1 Score: 0.9610 ± 0.0483 | F1 Score (Weighted): 0.9670 ± 0.0406 | ACC: 0.9678 ± 0.0392 | ARI: 0.9058 ± 0.1124 | MCC: 0.9492 ± 0.0624 | AUC: 0.9863 ± 0.0208 | PR AUC: 0.9709 ± 0.0510 | DBI: 0.5086 ± 0.0776 | SS: 0.6042 ± 0.0598
