Precision | Recall | F1 Score | F1 Score (Weighted) | ACC | AUC | PR AUC | ARI | MCC | DBI | SS
0.7943,0.7500,0.7346,0.7383,0.7586,0.9627,0.9117,0.4568,0.6966,0.7470,0.3881
0.7917,0.8080,0.7792,0.7695,0.7931,0.9750,0.9336,0.5657,0.7384,1.0848,0.2526
0.8993,0.8929,0.8917,0.8934,0.8966,0.9675,0.9447,0.7410,0.8644,0.6905,0.4475
0.9410,0.9375,0.9329,0.9283,0.9310,0.9941,0.9848,0.8047,0.9121,1.0000,0.3227
0.8532,0.8542,0.8520,0.8546,0.8571,0.9707,0.9326,0.6477,0.8096,0.7611,0.4113
0.8993,0.8854,0.8897,0.8923,0.8929,0.9872,0.9701,0.7249,0.8572,0.7887,0.3415
0.9643,0.9688,0.9641,0.9645,0.9643,0.9987,0.9965,0.9018,0.9538,0.8534,0.4027
0.8889,0.8869,0.8859,0.8898,0.8929,0.9702,0.9322,0.7441,0.8579,0.6921,0.4569
0.9330,0.9286,0.9224,0.9252,0.9286,0.9855,0.9652,0.8194,0.9093,0.7539,0.4718
0.9330,0.9286,0.9284,0.9284,0.9286,0.9622,0.9244,0.8095,0.9063,0.8596,0.3408
Final Result | Precision: 0.8898 ± 0.0567 | Recall: 0.8841 ± 0.0622 | F1 Score: 0.8781 ± 0.0681 | F1 Score (Weighted): 0.8784 ± 0.0687 | ACC: 0.8844 ± 0.0614 | ARI: 0.7216 ± 0.1255 | MCC: 0.8506 ± 0.0770 | AUC: 0.9774 ± 0.0124 | PR AUC: 0.9496 ± 0.0265 | DBI: 0.8231 ± 0.1234 | SS: 0.3836 ± 0.0655
