Fold 0 | P:0.9167 R:0.9744 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 1 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 2 | P:0.9722 R:0.9333 F1:0.9485 ACC:0.9600 ARI:0.8899 MCC:0.9388
Fold 3 | P:0.9744 R:0.9167 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 4 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 5 | P:0.9327 R:0.9077 F1:0.9151 ACC:0.9200 ARI:0.7493 MCC:0.8707
Fold 6 | P:0.9556 R:0.8750 F1:0.9063 ACC:0.9200 ARI:0.7443 MCC:0.8701
Fold 7 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 8 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 9 | P:0.9524 R:0.9524 F1:0.9487 ACC:0.9583 ARI:0.9016 MCC:0.9378
Final | P:0.9704 R:0.9559 F1:0.9597 ACC:0.9678 ARI:0.9072 MCC:0.9490
Fold 0 | P:0.9167 R:0.9744 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 1 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 2 | P:0.9722 R:0.9333 F1:0.9485 ACC:0.9600 ARI:0.8899 MCC:0.9388
Fold 3 | P:0.9744 R:0.9167 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 4 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 5 | P:0.9327 R:0.9077 F1:0.9151 ACC:0.9200 ARI:0.7493 MCC:0.8707
Fold 6 | P:0.9556 R:0.8750 F1:0.9063 ACC:0.9200 ARI:0.7443 MCC:0.8701
Fold 7 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 8 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 9 | P:0.9524 R:0.9524 F1:0.9487 ACC:0.9583 ARI:0.9016 MCC:0.9378
Final | P:0.9704 R:0.9559 F1:0.9597 ACC:0.9678 ARI:0.9072 MCC:0.9490
Fold 0 | P:0.9167 R:0.9744 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 1 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 2 | P:0.9722 R:0.9333 F1:0.9485 ACC:0.9600 ARI:0.8899 MCC:0.9388
Fold 3 | P:0.9744 R:0.9167 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 0 | P:0.9167 R:0.9744 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 1 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 2 | P:0.9722 R:0.9333 F1:0.9485 ACC:0.9600 ARI:0.8899 MCC:0.9388
Fold 3 | P:0.9744 R:0.9167 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 0 | P:0.9167 R:0.9744 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 1 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 2 | P:0.9722 R:0.9333 F1:0.9485 ACC:0.9600 ARI:0.8899 MCC:0.9388
Fold 3 | P:0.9744 R:0.9167 F1:0.9390 ACC:0.9600 ARI:0.8934 MCC:0.9363
Fold 4 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 5 | P:0.9327 R:0.9077 F1:0.9151 ACC:0.9200 ARI:0.7493 MCC:0.8707
Fold 6 | P:0.9556 R:0.8750 F1:0.9063 ACC:0.9200 ARI:0.7443 MCC:0.8701
Fold 7 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 8 | P:1.0000 R:1.0000 F1:1.0000 ACC:1.0000 ARI:1.0000 MCC:1.0000
Fold 9 | P:0.9524 R:0.9524 F1:0.9487 ACC:0.9583 ARI:0.9016 MCC:0.9378
Final | P:0.9704 R:0.9559 F1:0.9597 ACC:0.9678 ARI:0.9072 MCC:0.9490
