Precision | Recall | F1 Score | F1 Score (Weighted) | ACC | AUC | PR AUC | ARI | MCC | DBI | SS
0.9322,0.8533,0.8821,0.8939,0.8971,0.9537,0.8764,0.7324,0.8472,0.5353,0.5278
0.8778,0.8128,0.8213,0.8987,0.8955,0.9937,0.9774,0.7617,0.8372,0.6693,0.4953
0.9123,0.8885,0.8961,0.8963,0.8955,0.9826,0.9483,0.7452,0.8281,0.5765,0.4609
0.8150,0.6450,0.6920,0.8260,0.8358,0.9617,0.8947,0.6229,0.7392,0.4959,0.4430
0.7558,0.7143,0.7175,0.8179,0.8209,0.9537,0.8958,0.6418,0.6884,0.7193,0.3654
0.8016,0.7949,0.7630,0.8141,0.8209,0.9650,0.9077,0.5897,0.7206,0.5680,0.4686
0.8604,0.7503,0.7592,0.8546,0.8657,0.9698,0.9284,0.7219,0.8054,0.4442,0.5338
0.7610,0.7518,0.7309,0.7515,0.7761,0.9485,0.8470,0.5143,0.6753,0.7391,0.5089
0.8535,0.8414,0.8437,0.8773,0.8806,0.9873,0.9588,0.6947,0.8054,0.6187,0.5140
0.7681,0.7806,0.7742,0.9264,0.9403,0.9703,0.9168,0.8475,0.9138,0.5989,0.5633
Final Result | Precision: 0.8338 � 0.0600 | Recall: 0.7833 � 0.0681 | F1 Score: 0.7880 � 0.0662 | F1 (Weighted): 0.8556 � 0.0503 | ACC: 0.8628 � 0.0463 | ARI: 0.6872 � 0.0914 | MCC: 0.7861 � 0.0731 | AUC: 0.9686 � 0.0145 | PR AUC: 0.9151 � 0.0375 | DBI: 0.5965 � 0.0892 | SS: 0.4881 � 0.0536
