Precision | Recall | F1 Score | F1 Score (Weighted) | ACC | AUC | PR AUC | ARI | MCC | DBI | SS
0.9249,0.8825,0.9011,0.8952,0.8971,0.9672,0.9145,0.7415,0.8376,0.5802,0.4962
0.9732,0.9655,0.9691,0.9547,0.9552,0.9738,0.9599,0.8666,0.9300,0.5067,0.4975
0.7911,0.7429,0.7102,0.8334,0.8358,0.9854,0.9508,0.6562,0.7268,0.5713,0.4400
0.7761,0.7977,0.7687,0.8261,0.8358,0.9583,0.8740,0.6236,0.7478,0.5243,0.5692
0.8957,0.7725,0.8121,0.8277,0.8358,0.9501,0.8640,0.6063,0.7468,0.5896,0.4842
0.6878,0.7283,0.7026,0.8745,0.8806,0.9706,0.9142,0.6914,0.8201,0.6262,0.4949
0.7199,0.7077,0.7119,0.8069,0.8060,0.9459,0.8771,0.5863,0.7108,0.7140,0.5117
0.7063,0.6483,0.6669,0.8435,0.8507,0.9758,0.9300,0.6733,0.7664,0.5859,0.5285
0.8630,0.7758,0.8020,0.8757,0.8806,0.9676,0.9215,0.7271,0.8146,0.5517,0.4781
0.7005,0.6424,0.6639,0.7972,0.8060,0.9323,0.8656,0.5411,0.6989,0.5773,0.4122
Final Result | Precision: 0.8038 ± 0.0985 | Recall: 0.7664 ± 0.0944 | F1 Score: 0.7708 ± 0.0964 | F1 (Weighted): 0.8535 ± 0.0449 | ACC: 0.8584 ± 0.0435 | ARI: 0.6713 ± 0.0880 | MCC: 0.7800 ± 0.0672 | AUC: 0.9627 ± 0.0152 | PR AUC: 0.9072 ± 0.0333 | DBI: 0.5827 ± 0.0543 | SS: 0.4913 ± 0.0413
